Experimental Data,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exp AnE 65°,,Exp Aps 65°,,Exp Asp 65°,,Exp mm12 65°,,Exp mm13 65°,,Exp mm14 65°,,Exp mm21 65°,,Exp mm22 65°,,Exp mm23 65°,,Exp mm24 65°,,Exp mm31 65°,,Exp mm32 65°,,Exp mm33 65°,,Exp mm34 65°
402.65,21.892,402.65,0.69676,402.65,0.14035,402.65,-0.73156,402.65,-0.0060415,402.65,0.002499,402.65,-0.72639,402.65,1.0249,402.65,0.0091869,402.65,-0.0023313,402.65,-0.0032091,402.65,-0.0059342,402.65,-0.069736,402.65,-0.68351
404.24,22.158,404.24,0.33398,404.24,0.071851,404.24,-0.72523,404.24,-0.00023471,404.24,0.0027489,404.24,-0.72229,404.24,1.0233,404.24,0.0011855,404.24,-0.0022031,404.24,-0.0037559,404.24,-0.0058469,404.24,-0.017664,404.24,-0.69581
405.84,22.572,405.84,0.58554,405.84,0.054727,405.84,-0.71428,405.84,0.005682,405.84,0.0031748,405.84,-0.71821,405.84,1.0182,405.84,-0.0068395,405.84,-0.0024459,405.84,-0.0040385,405.84,-0.0041397,405.84,0.033174,405.84,-0.70993
407.43,22.996,407.43,0.51783,407.43,0.071739,407.43,-0.70301,407.43,0.0050429,407.43,0.0026166,407.43,-0.71131,407.43,1.0146,407.43,-0.0061876,407.43,-0.0026184,407.43,-0.0026022,407.43,-0.0043459,407.43,0.084552,407.43,-0.71925
409.02,23.383,409.02,0.32611,409.02,0.097709,409.02,-0.69378,409.02,-0.00051054,409.02,0.0027624,409.02,-0.70093,409.02,1.0163,409.02,0.0016234,409.02,-0.0027517,409.02,-0.0026321,409.02,-0.0063801,409.02,0.13666,409.02,-0.72082
410.61,23.754,410.61,0.70407,410.61,0.20733,410.61,-0.68657,410.61,-0.0056269,410.61,0.0028468,410.61,-0.68842,410.61,1.0225,410.61,0.010313,410.61,-0.0024809,410.61,-0.0021125,410.61,-0.0080788,410.61,0.18933,410.61,-0.7176
412.2,24.186,412.2,0.79302,412.2,0.23035,412.2,-0.67801,412.2,-0.006771,412.2,0.0029638,412.2,-0.67448,412.2,1.029,412.2,0.012223,412.2,-0.0024988,412.2,-0.0034328,412.2,-0.0085862,412.2,0.24386,412.2,-0.71191
413.79,24.712,413.79,0.43758,413.79,0.13547,413.79,-0.6654,413.79,-0.0026553,413.79,0.0029736,413.79,-0.66224,413.79,1.0313,413.79,0.0052182,413.79,-0.002278,413.79,-0.0039949,413.79,-0.0076428,413.79,0.29664,413.79,-0.70684
415.38,25.343,415.38,0.333,415.38,0.072073,415.38,-0.64708,415.38,0.0033018,415.38,0.0027649,415.38,-0.64918,415.38,1.0275,415.38,-0.0030456,415.38,-0.0025057,415.38,-0.0045114,415.38,-0.0049662,415.38,0.34707,415.38,-0.70078
416.97,25.996,416.97,0.5067,416.97,0.047296,416.97,-0.62628,416.97,0.0054745,416.97,0.0032911,416.97,-0.63423,416.97,1.0208,416.97,-0.0074646,416.97,-0.0022993,416.97,-0.0058761,416.97,-0.0022312,416.97,0.39765,416.97,-0.69038
418.56,26.634,418.56,0.33777,418.56,0.059175,418.56,-0.60828,418.56,0.0036611,418.56,0.0029435,418.56,-0.61852,418.56,1.0204,418.56,-0.0037114,418.56,-0.0023054,418.56,-0.003416,418.56,-0.0043584,418.56,0.44895,418.56,-0.67505
420.15,27.261,420.15,0.35511,420.15,0.17277,420.15,-0.59193,420.15,-0.0011873,420.15,0.0027218,420.15,-0.59931,420.15,1.0248,420.15,0.0050031,420.15,-0.0025774,420.15,-0.002769,420.15,-0.0082779,420.15,0.50151,420.15,-0.65396
421.75,27.897,421.75,0.62347,421.75,0.24898,421.75,-0.575,421.75,-0.0045435,421.75,0.0028511,421.75,-0.57785,421.75,1.0301,421.75,0.010252,421.75,-0.0021924,421.75,-0.0020978,421.75,-0.012708,421.75,0.55398,421.75,-0.6277
423.34,28.62,423.34,0.66157,423.34,0.2691,423.34,-0.55584,423.34,-0.0048454,423.34,0.0034638,423.34,-0.55364,423.34,1.0362,423.34,0.011398,423.34,-0.0024289,423.34,-0.0039642,423.34,-0.013265,423.34,0.60756,423.34,-0.59948
424.93,29.359,424.93,0.31706,424.93,0.16414,424.93,-0.5342,424.93,-0.00094249,424.93,0.0027272,424.93,-0.53228,424.93,1.0371,424.93,0.0041179,424.93,-0.0016999,424.93,-0.0045124,424.93,-0.0087703,424.93,0.65557,424.93,-0.5699
426.52,30.115,426.52,0.25647,426.52,0.022061,426.52,-0.51002,426.52,0.0029443,426.52,0.0030046,426.52,-0.51322,426.52,1.0341,426.52,-0.0044183,426.52,-0.0010275,426.52,-0.0055769,426.52,-0.0029766,426.52,0.69963,426.52,-0.53974
428.11,30.888,428.11,0.40457,428.11,0.044289,428.11,-0.48262,428.11,0.0049131,428.11,0.0030734,428.11,-0.49098,428.11,1.0264,428.11,-0.0079923,428.11,-0.0017833,428.11,-0.0056334,428.11,0.00046586,428.11,0.73759,428.11,-0.5023
429.7,31.613,429.7,0.27665,429.7,0.010731,429.7,-0.45996,429.7,0.0033856,429.7,0.0030505,429.7,-0.47005,429.7,1.0273,429.7,-0.0053821,429.7,-0.0013269,429.7,-0.0049457,429.7,-0.0015451,429.7,0.77787,429.7,-0.46169
431.29,32.39,431.29,0.23022,431.29,0.16956,431.29,-0.43542,431.29,0.00026374,431.29,0.0030884,431.29,-0.44437,431.29,1.0282,431.29,0.0032875,431.29,-0.0011426,431.29,-0.0019744,431.29,-0.007639,431.29,0.8185,431.29,-0.41517
432.88,33.13,432.88,0.51245,432.88,0.30155,432.88,-0.4134,432.88,-0.0029721,432.88,0.0028745,432.88,-0.41745,432.88,1.0345,432.88,0.010655,432.88,-0.00067974,432.88,-0.0011424,432.88,-0.014335,432.88,0.85721,432.88,-0.36446
434.47,33.859,434.47,0.53547,434.47,0.34737,434.47,-0.39116,434.47,-0.0028044,434.47,0.0031044,434.47,-0.39112,434.47,1.039,434.47,0.012144,434.47,-0.00030677,434.47,-0.0016858,434.47,-0.015817,434.47,0.89318,434.47,-0.31241
436.07,34.609,436.07,0.3728,436.07,0.22776,436.07,-0.36582,436.07,-0.0015927,436.07,0.0033826,436.07,-0.36489,436.07,1.0385,436.07,0.0077995,436.07,-0.0012283,436.07,-0.0038765,436.07,-0.010671,436.07,0.91976,436.07,-0.25829
437.66,35.259,437.66,0.1153,437.66,0.097007,437.66,-0.34248,437.66,0.0014031,437.66,0.0030868,437.66,-0.34368,437.66,1.034,437.66,-0.0009123,437.66,-0.00018027,437.66,-0.0053216,437.66,-0.0034353,437.66,0.93811,437.66,-0.20366
439.25,35.906,439.25,0.27218,439.25,0.071303,439.25,-0.32032,439.25,0.0036743,439.25,0.0030709,439.25,-0.32638,439.25,1.0338,439.25,-0.0068669,439.25,-0.00072482,439.25,-0.0045158,439.25,0.0015978,439.25,0.95637,439.25,-0.14764
440.84,36.561,440.84,0.25783,440.84,0.11285,440.84,-0.29704,440.84,0.0033664,440.84,0.002854,440.84,-0.30695,440.84,1.03,440.84,-0.0068902,440.84,0.00025093,440.84,-0.0054163,440.84,0.0033287,440.84,0.96786,440.84,-0.087648
442.43,37.148,442.43,0.11566,442.43,0.076794,442.43,-0.27693,442.43,0.0021228,442.43,0.0027951,442.43,-0.28709,442.43,1.0292,442.43,-0.0017572,442.43,-0.0005256,442.43,-0.0030776,442.43,-0.0016415,442.43,0.97657,442.43,-0.027645
444.02,37.681,444.02,0.23743,444.02,0.2139,444.02,-0.2592,444.02,-0.00015332,444.02,0.0031215,444.02,-0.26668,444.02,1.0315,444.02,0.0055821,444.02,0.00014813,444.02,-0.00061771,444.02,-0.008923,444.02,0.9843,444.02,0.032648
445.61,38.193,445.61,0.40129,445.61,0.33414,445.61,-0.24254,445.61,-0.00080484,445.61,0.0028393,445.61,-0.24555,445.61,1.0361,445.61,0.01167,445.61,-0.00031121,445.61,0.00078277,445.61,-0.013698,445.61,0.98919,445.61,0.09372
447.2,38.657,447.2,0.41563,447.2,0.33684,447.2,-0.2269,447.2,-0.0012589,447.2,0.0031682,447.2,-0.22677,447.2,1.0388,447.2,0.011094,447.2,0.00030597,447.2,0.00054908,447.2,-0.01465,447.2,0.98948,447.2,0.15574
448.8,39.055,448.8,0.23966,448.8,0.20827,448.8,-0.21272,448.8,-0.00042381,448.8,0.0028359,448.8,-0.21132,448.8,1.0372,448.8,0.0064847,448.8,0.00022314,448.8,-0.0014142,448.8,-0.0082987,448.8,0.9808,448.8,0.21525
450.39,39.401,450.39,0.080988,450.39,0.095742,450.39,-0.19915,450.39,0.001344,450.39,0.0029161,450.39,-0.20001,450.39,1.0296,450.39,-0.0015633,450.39,2.47E-05,450.39,-0.0032761,450.39,-0.0014519,450.39,0.96402,450.39,0.27126
451.98,39.689,451.98,0.25296,451.98,0.14087,451.98,-0.18856,451.98,0.0026932,451.98,0.0028837,451.98,-0.19273,451.98,1.026,451.98,-0.0072076,451.98,0.00014668,451.98,-0.0043527,451.98,0.0038717,451.98,0.94641,451.98,0.32738
453.57,39.937,453.57,0.30291,453.57,0.16762,453.57,-0.17966,453.57,0.0029296,453.57,0.0030382,453.57,-0.18621,453.57,1.0245,453.57,-0.0082817,453.57,0.00012035,453.57,-0.0040972,453.57,0.005508,453.57,0.92651,453.57,0.38502
455.16,40.146,455.16,0.10886,455.16,0.10077,455.16,-0.17239,455.16,0.0006903,455.16,0.0026943,455.16,-0.17965,455.16,1.0243,455.16,-0.0027839,455.16,0.00020341,455.16,-0.00447,455.16,0.0014087,455.16,0.90501,455.16,0.43754
456.75,40.289,456.75,0.14926,456.75,0.16384,456.75,-0.16769,456.75,-0.00010755,456.75,0.002452,456.75,-0.17348,456.75,1.0262,456.75,0.0045746,456.75,0.0007626,456.75,-0.001702,456.75,-0.0053086,456.75,0.88254,456.75,0.48505
458.34,40.394,458.34,0.33429,458.34,0.26962,458.34,-0.1642,458.34,-0.0012334,458.34,0.0022783,458.34,-0.16683,458.34,1.0279,458.34,0.010141,458.34,7.20E-04,458.34,-0.00086137,458.34,-0.0097155,458.34,0.85965,458.34,0.52788
459.93,40.431,459.93,0.35381,459.93,0.32197,459.93,-0.16299,459.93,-0.00064648,459.93,0.0024952,459.93,-0.16185,459.93,1.0287,459.93,0.011625,459.93,0.00082781,459.93,0.0010908,459.93,-0.01038,459.93,0.83175,459.93,0.56918
461.52,40.466,461.52,0.25153,461.52,0.23153,461.52,-0.16168,461.52,-0.000716,461.52,0.0028216,461.52,-0.1587,461.52,1.0281,461.52,0.0080936,461.52,0.001334,461.52,1.82E-05,461.52,-0.007147,461.52,0.80236,461.52,0.61116
463.12,40.474,463.12,0.028192,463.12,0.12592,463.12,-0.16125,463.12,0.00049129,463.12,0.0024739,463.12,-0.15921,463.12,1.026,463.12,0.00089703,463.12,0.0014616,463.12,-0.0014425,463.12,-0.0026459,463.12,0.77068,463.12,0.65197
464.71,40.409,464.71,0.19351,464.71,0.15363,464.71,-0.16295,464.71,0.0013876,464.71,0.0023259,464.71,-0.16285,464.71,1.0207,464.71,-0.0055086,464.71,0.0011747,464.71,-0.0034589,464.71,0.0023298,464.71,0.73416,464.71,0.69242
466.3,40.305,466.3,0.28356,466.3,0.20134,466.3,-0.16636,466.3,0.001987,466.3,0.0027672,466.3,-0.16951,466.3,1.0175,466.3,-0.0076265,466.3,0.0014753,466.3,-0.0029801,466.3,0.0039843,466.3,0.69971,466.3,0.72906
467.89,40.213,467.89,0.23885,467.89,0.14636,467.89,-0.16922,467.89,0.0020742,467.89,0.0027282,467.89,-0.17433,467.89,1.014,467.89,-0.0056253,467.89,0.00091498,467.89,-0.0023273,467.89,0.0028665,467.89,0.66672,467.89,0.75622
469.48,40.069,469.48,0.077879,469.48,0.079224,469.48,-0.17426,469.48,0.00090367,469.48,0.0020792,469.48,-0.17948,469.48,1.0149,469.48,-0.00081539,469.48,0.00089454,469.48,-0.0022661,469.48,0.00028192,469.48,0.6363,469.48,0.77987
471.07,39.875,471.07,0.17272,471.07,0.15881,471.07,-0.18117,471.07,-0.00057551,471.07,0.0023917,471.07,-0.18526,471.07,1.0166,471.07,0.0055201,471.07,0.00088487,471.07,-0.00070169,471.07,-0.0032516,471.07,0.60533,471.07,0.80173
472.66,39.672,472.66,0.31375,472.66,0.22438,472.66,-0.18853,472.66,-0.0016635,472.66,0.0017816,472.66,-0.18882,472.66,1.0198,472.66,0.0096119,472.66,0.00093346,472.66,-0.00010599,472.66,-0.0050593,472.66,0.57313,472.66,0.82001
474.25,39.477,474.25,0.31084,474.25,0.245,474.25,-0.19566,474.25,-0.0012533,474.25,0.0017987,474.25,-0.19298,474.25,1.0221,474.25,0.0098652,474.25,0.0010498,474.25,0.0005685,474.25,-0.0052914,474.25,0.5434,474.25,0.83848
475.84,39.24,475.84,0.21171,475.84,0.17125,475.84,-0.20431,475.84,-6.95E-04,475.84,0.0015836,475.84,-0.20046,475.84,1.024,475.84,0.0070054,475.84,0.0007814,475.84,0.00069889,475.84,-0.0025955,475.84,0.51324,475.84,0.85743
477.44,39.003,477.44,0.047751,477.44,0.067523,477.44,-0.21264,477.44,-2.80E-05,477.44,0.0017071,477.44,-0.20936,477.44,1.0227,477.44,0.0013275,477.44,0.0011017,477.44,-0.00048434,477.44,-0.00045218,477.44,0.47966,477.44,0.87834
479.03,38.781,479.03,0.18264,479.03,0.13424,479.03,-0.21974,479.03,0.0012075,479.03,0.0019303,479.03,-0.219,479.03,1.0173,479.03,-0.0047,479.03,0.0012249,479.03,-0.0013492,479.03,0.0013873,479.03,0.44505,479.03,0.89655
480.62,38.548,480.62,0.30916,480.62,0.18374,480.62,-0.22758,480.62,0.0022615,480.62,0.0020023,480.62,-0.2297,480.62,1.0144,480.62,-0.0077787,480.62,0.0012126,480.62,-0.0013691,480.62,0.0032262,480.62,0.41383,480.62,0.9124
482.21,38.285,482.21,0.30443,482.21,0.17559,482.21,-0.2364,482.21,0.0023002,482.21,0.0019246,482.21,-0.24069,482.21,1.0129,482.21,-0.0076132,482.21,0.0010066,482.21,-0.0014206,482.21,0.0030512,482.21,0.38479,482.21,0.92257
483.8,38.024,483.8,0.19997,483.8,0.10946,483.8,-0.24554,483.8,0.0015379,483.8,0.0017259,483.8,-0.25047,483.8,1.0139,483.8,-0.0045618,483.8,0.00079908,483.8,-0.0013551,483.8,0.0023931,483.8,0.35943,483.8,0.93031
485.39,37.755,485.39,0.076369,485.39,0.082121,485.39,-0.25472,485.39,0.00016206,485.39,0.0022184,485.39,-0.25889,485.39,1.0149,485.39,0.0016034,485.39,0.0011758,485.39,-0.00038938,485.39,0.00018386,485.39,0.33089,485.39,0.93402
486.98,37.448,486.98,0.2381,486.98,0.15554,486.98,-0.26597,486.98,-0.0014738,486.98,0.0018254,486.98,-0.26756,486.98,1.0192,486.98,0.0068426,486.98,0.00098604,486.98,0.00034999,486.98,-0.0010684,486.98,0.30488,486.98,0.9393
488.57,37.17,488.57,0.33053,488.57,0.20574,488.57,-0.27551,488.57,-0.0022345,488.57,0.0015935,488.57,-0.2742,488.57,1.0208,488.57,0.00934,488.57,0.0012508,488.57,0.001035,488.57,-0.002013,488.57,0.2791,488.57,0.94152
490.16,36.914,490.16,0.30252,490.16,0.18499,490.16,-0.28387,490.16,-0.0020167,490.16,0.0018401,490.16,-0.28061,490.16,1.0196,490.16,0.0084731,490.16,0.0011447,490.16,-6.27E-05,490.16,-0.00087116,490.16,0.25368,490.16,0.94391
491.75,36.649,491.75,0.16712,491.75,0.12269,491.75,-0.29264,491.75,-0.00095247,491.75,0.0017691,491.75,-0.28919,491.75,1.0177,491.75,0.0047601,491.75,0.0012957,491.75,0.00040252,491.75,-0.00090619,491.75,0.22986,491.75,0.94831
493.35,36.411,493.35,0.085943,493.35,0.080416,493.35,-0.30057,493.35,0.00085226,493.35,0.0020422,493.35,-0.29816,493.35,1.0152,493.35,-0.0015314,493.35,0.00095599,493.35,0.00061222,493.35,-4.84E-04,493.35,0.20678,493.35,0.9543
494.94,36.162,494.94,0.26211,494.94,0.13862,494.94,-0.30879,494.94,0.0022537,494.94,0.0019764,494.94,-0.3079,494.94,1.0127,494.94,-0.0061397,494.94,0.0012029,494.94,4.78E-05,494.94,0.0013516,494.94,0.1852,494.94,0.95969
496.53,35.935,496.53,0.36584,496.53,0.1781,496.53,-0.31618,496.53,0.0031516,496.53,0.0014609,496.53,-0.31785,496.53,1.0106,496.53,-0.0087558,496.53,0.0010629,496.53,-0.00118,496.53,0.002189,496.53,0.16243,496.53,0.96226
498.12,35.671,498.12,0.35582,498.12,0.17944,498.12,-0.32471,498.12,0.0030125,498.12,0.0014297,498.12,-0.32868,498.12,1.0091,498.12,-0.0085615,498.12,0.0014666,498.12,-0.00027557,498.12,0.0017984,498.12,0.14257,498.12,0.9622
499.71,35.41,499.71,0.20919,499.71,0.086547,499.71,-0.33376,499.71,0.0020977,499.71,0.0012828,499.71,-0.33867,499.71,1.0103,499.71,-0.0044988,499.71,0.0010788,499.71,-4.03E-04,499.71,0.0014841,499.71,0.12203,499.71,0.96185
501.3,35.144,501.3,0.070461,501.3,0.038806,501.3,-0.3424,501.3,0.00031714,501.3,0.0015643,501.3,-0.34632,501.3,1.0115,501.3,-2.72E-04,501.3,0.0010115,501.3,-0.0003652,501.3,0.0013437,501.3,0.10413,501.3,0.9565
502.89,34.891,502.89,0.21691,502.89,0.12173,502.89,-0.35098,502.89,-0.0016123,502.89,0.0013112,502.89,-0.35335,502.89,1.0133,502.89,0.0055232,502.89,0.00091718,502.89,0.00044337,502.89,0.00033202,502.89,0.084224,502.89,0.95325
504.48,34.642,504.48,0.32374,504.48,0.18183,504.48,-0.35924,504.48,-0.0023536,504.48,0.0011602,504.48,-0.35892,504.48,1.0146,504.48,0.0083797,504.48,0.0012353,504.48,1.48E-04,504.48,0.00078309,504.48,0.067746,504.48,0.94882
506.07,34.422,506.07,0.32007,506.07,0.17223,506.07,-0.36702,506.07,-0.00246,506.07,0.0016949,506.07,-0.36431,506.07,1.0166,506.07,0.0080134,506.07,0.0010553,506.07,0.00047751,506.07,0.00049639,506.07,0.052145,506.07,0.94713
507.66,34.189,507.66,0.20516,507.66,0.12522,507.66,-0.37466,507.66,-0.0014791,507.66,0.0019125,507.66,-0.37128,507.66,1.0161,507.66,0.0050556,507.66,0.00098802,507.66,0.0008373,507.66,-0.00026881,507.66,0.034008,507.66,0.94564
509.25,34.001,509.25,0.082539,509.25,0.042073,509.25,-0.38059,509.25,-4.60E-04,509.25,0.001592,509.25,-0.37719,509.25,1.014,509.25,0.0011303,509.25,0.00070571,509.25,4.00E-05,509.25,0.0010358,509.25,0.018387,509.25,0.94567
510.85,33.804,510.85,0.1767,510.85,0.07312,510.85,-0.38696,510.85,0.0017149,510.85,0.001697,510.85,-0.38479,510.85,1.0122,510.85,-0.0036234,510.85,0.00095483,510.85,0.00070537,510.85,1.07E-03,510.85,0.0045351,510.85,0.94543
512.44,33.628,512.44,0.30767,512.44,0.12692,512.44,-0.39212,512.44,0.003063,512.44,0.0011991,512.44,-0.39267,512.44,1.0089,512.44,-0.0069121,512.44,0.0014521,512.44,0.00036194,512.44,0.00021644,512.44,-0.01183,512.44,0.94504
514.03,33.43,514.03,0.38239,514.03,0.14915,514.03,-0.39779,514.03,0.0037582,514.03,0.0013965,514.03,-0.40004,514.03,1.0068,514.03,-0.0084845,514.03,0.00060996,514.03,-0.00073558,514.03,0.00085239,514.03,-0.025401,514.03,0.94114
515.62,33.243,515.62,0.34653,515.62,0.13605,515.62,-0.40356,515.62,0.0034849,515.62,0.0015416,515.62,-0.40772,515.62,1.0057,515.62,-0.0076281,515.62,0.0010181,515.62,0.00098494,515.62,7.59E-05,515.62,-0.039739,515.62,0.93764
517.21,33.048,517.21,0.22081,517.21,0.079194,517.21,-0.40973,517.21,0.0023062,517.21,0.0011525,517.21,-0.41462,517.21,1.006,517.21,-0.0047288,517.21,0.0008471,517.21,0.00022063,517.21,0.00072376,517.21,-0.052791,517.21,0.93177
518.8,32.855,518.8,0.073475,518.8,0.042437,518.8,-0.4162,518.8,0.00051449,518.8,0.0014936,518.8,-0.42008,518.8,1.0079,518.8,-0.0010688,518.8,0.00093781,518.8,0.00077451,518.8,0.00074163,518.8,-0.064801,518.8,0.92613
520.39,32.672,520.39,0.16496,520.39,0.075532,520.39,-0.42216,520.39,-0.0013735,520.39,0.0011904,520.39,-0.42454,520.39,1.0093,520.39,0.0035047,520.39,0.00083932,520.39,-4.94E-05,520.39,0.0013795,520.39,-0.077791,520.39,0.92106
521.98,32.477,521.98,0.25955,521.98,0.11341,521.98,-0.42887,521.98,-0.0023701,521.98,0.0014013,521.98,-0.4291,521.98,1.0113,521.98,0.0056372,521.98,0.00090956,521.98,-0.00020795,521.98,0.0012596,521.98,-0.089974,521.98,0.9162
523.57,32.308,523.57,0.26381,523.57,0.11437,523.57,-0.43468,523.57,-0.0024541,523.57,0.00084087,523.57,-0.43277,523.57,1.0129,523.57,0.0057719,523.57,0.0014659,523.57,-0.0004363,523.57,0.0013225,523.57,-0.10315,523.57,0.91199
525.16,32.148,525.16,0.14712,525.16,0.063425,525.16,-0.4399,525.16,-0.0013508,525.16,0.0013994,525.16,-0.43734,525.16,1.0131,525.16,0.0027868,525.16,0.0009945,525.16,-0.00012314,525.16,0.0012835,525.16,-0.11423,525.16,0.90853
526.75,32.006,526.75,0.032634,526.75,0.038344,526.75,-0.44402,526.75,0.00041188,526.75,0.0009468,526.75,-0.44164,526.75,1.0115,526.75,2.97E-04,526.75,0.00079951,526.75,7.33E-05,526.75,0.00064277,526.75,-0.12503,526.75,0.90535
528.34,31.869,528.34,0.048765,528.34,0.057017,528.34,-0.449,528.34,0.00018444,528.34,0.0012996,528.34,-0.44636,528.34,1.0115,528.34,0.00091503,528.34,0.00096696,528.34,0.00066932,528.34,0.00043337,528.34,-0.13567,528.34,0.90535
529.93,31.745,529.93,0.058093,529.93,0.031862,529.93,-0.45319,529.93,-0.00042012,529.93,0.0011841,529.93,-0.45117,529.93,1.0108,529.93,0.00043475,529.93,0.00093003,529.93,0.0014669,529.93,0.00099633,529.93,-0.14508,529.93,0.90404
531.52,31.633,531.52,0.18697,531.52,0.046196,531.52,-0.45661,531.52,0.0023294,531.52,0.00089428,531.52,-0.45625,531.52,1.0093,531.52,-0.0037157,531.52,0.0011601,531.52,0.00084558,531.52,0.00014191,531.52,-0.15651,531.52,0.90125
533.11,31.495,533.11,0.40879,533.11,0.14121,533.11,-0.4598,533.11,0.0042209,533.11,0.0006479,533.11,-0.46198,533.11,1.0067,533.11,-0.0087445,533.11,0.0009251,533.11,0.00013017,533.11,-0.0009095,533.11,-0.1659,533.11,0.89533
534.71,31.366,534.71,0.48409,534.71,0.1646,534.71,-0.46298,534.71,0.0050217,534.71,0.00098616,534.71,-0.46717,534.71,1.0047,534.71,-0.010354,534.71,0.0010344,534.71,0.001358,534.71,-0.00056747,534.71,-0.17499,534.71,0.88932
536.3,31.223,536.3,0.27063,536.3,0.087152,536.3,-0.46725,536.3,0.0028726,536.3,0.00089864,536.3,-0.4718,536.3,1.0055,536.3,-0.0057381,536.3,0.00077897,536.3,0.00060035,536.3,-0.0001693,536.3,-0.18567,536.3,0.88308
537.89,31.079,537.89,0.072044,537.89,0.029105,537.89,-0.47186,537.89,0.00073666,537.89,0.0010954,537.89,-0.47548,537.89,1.0069,537.89,-0.0012905,537.89,0.00089309,537.89,0.00010377,537.89,0.0009485,537.89,-0.19495,537.89,0.87698
539.48,30.945,539.48,0.13038,539.48,0.062782,539.48,-0.47627,539.48,-0.00098371,539.48,0.00088515,539.48,-0.47831,539.48,1.0085,539.48,0.00251,539.48,0.00087141,539.48,-1.65E-05,539.48,0.0018189,539.48,-0.20423,539.48,0.87161
541.07,30.806,541.07,0.24992,541.07,0.10359,541.07,-0.48136,541.07,-0.0022638,541.07,0.00092791,541.07,-0.48136,541.07,1.0112,541.07,0.0050961,541.07,0.00084936,541.07,-0.00047856,541.07,0.0019949,541.07,-0.21426,541.07,0.86649
542.66,30.674,542.66,0.28857,542.66,0.11924,542.66,-0.48577,542.66,-0.002596,542.66,0.0012799,542.66,-0.4841,542.66,1.0116,542.66,0.0058537,542.66,0.00068338,542.66,-0.00010072,542.66,0.0022871,542.66,-0.22389,542.66,0.86269
544.25,30.563,544.25,0.2495,544.25,0.087849,544.25,-0.48928,544.25,-0.0025314,544.25,0.0011839,544.25,-0.4869,544.25,1.0117,544.25,0.0047557,544.25,0.00073767,544.25,0.00053864,544.25,0.0017514,544.25,-0.23305,544.25,0.85844
545.84,30.471,545.84,0.12823,545.84,0.052644,545.84,-0.49237,545.84,-0.0010476,545.84,0.00090907,545.84,-0.48972,545.84,1.0118,545.84,0.0022488,545.84,0.00064981,545.84,2.82E-04,545.84,0.0019862,545.84,-0.24177,545.84,0.85555
547.43,30.364,547.43,0.052751,547.43,0.036216,547.43,-0.49532,547.43,0.00074902,547.43,0.00078294,547.43,-0.49334,547.43,1.0098,547.43,-0.0011109,547.43,0.0012084,547.43,0.0005606,547.43,0.00033276,547.43,-0.25038,547.43,0.85187
549.02,30.268,549.02,0.21004,549.02,0.059607,549.02,-0.49762,549.02,0.0022749,549.02,0.0009642,549.02,-0.4966,549.02,1.0081,549.02,-0.0045194,549.02,0.000889,549.02,0.00051191,549.02,7.60E-04,549.02,-0.25879,549.02,0.84729
550.61,30.166,550.61,0.32556,550.61,0.10832,550.61,-0.50026,550.61,0.0033532,550.61,0.00083635,550.61,-0.50087,550.61,1.0062,550.61,-0.0068146,550.61,0.00083354,550.61,0.00146,550.61,-0.0014508,550.61,-0.26647,550.61,0.84316
552.2,30.074,552.2,0.42062,552.2,0.12198,552.2,-0.50297,552.2,0.0045712,552.2,0.00080759,552.2,-0.50496,552.2,1.0056,552.2,-0.0085804,552.2,0.00088268,552.2,0.0013557,552.2,-0.0013638,552.2,-0.27378,552.2,0.83928
553.79,29.963,553.79,0.38236,553.79,0.10911,553.79,-0.50598,553.79,0.0041948,553.79,0.00089709,553.79,-0.5096,553.79,1.005,553.79,-0.0079083,553.79,0.001102,553.79,0.0020397,553.79,-0.00078785,553.79,-0.28256,553.79,0.83342
555.38,29.86,555.38,0.31843,555.38,0.085289,555.38,-0.50902,555.38,0.0035779,555.38,0.00072138,555.38,-0.51315,555.38,1.0047,555.38,-0.0065746,555.38,0.0011188,555.38,0.0010289,555.38,-0.00054019,555.38,-0.29103,555.38,0.82815
556.97,29.726,556.97,0.19511,556.97,0.040533,556.97,-0.51295,556.97,0.0023603,556.97,0.00074703,556.97,-0.51672,556.97,1.0055,556.97,-0.0040348,556.97,0.00089451,556.97,0.0011673,556.97,5.61E-04,556.97,-0.29875,556.97,0.82164
558.56,29.611,558.56,0.033118,558.56,0.03543,558.56,-0.51654,558.56,0.00031699,558.56,0.00091695,558.56,-0.51959,558.56,1.0064,558.56,-0.0006721,558.56,0.00085658,558.56,0.002465,558.56,0.00018749,558.56,-0.30632,558.56,0.81531
560.15,29.52,560.15,0.13062,560.15,0.057715,560.15,-0.51956,560.15,-0.0011688,560.15,0.00073365,560.15,-0.52166,560.15,1.0075,560.15,0.0022651,560.15,0.00096009,560.15,0.00082691,560.15,0.0015132,560.15,-0.31459,560.15,0.81028
561.74,29.41,561.74,0.23533,561.74,0.078813,561.74,-0.52366,561.74,-0.0022871,561.74,0.000672,561.74,-0.5243,561.74,1.0093,561.74,0.004146,561.74,0.00052014,561.74,-4.34E-04,561.74,0.0030423,561.74,-0.32412,561.74,0.80551
