Experimental Data,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exp AnE 55°,,Exp Aps 55°,,Exp Asp 55°,,Exp mm12 55°,,Exp mm13 55°,,Exp mm14 55°,,Exp mm21 55°,,Exp mm22 55°,,Exp mm23 55°,,Exp mm24 55°,,Exp mm31 55°,,Exp mm32 55°,,Exp mm33 55°,,Exp mm34 55°
402.65,27.572,402.65,0.53707,402.65,0.15697,402.65,-0.595,402.65,-0.0053466,402.65,0.0030002,402.65,-0.59396,402.65,1.0446,402.65,0.0096345,402.65,-0.0022531,402.65,0.0021621,402.65,0.0083519,402.65,-0.84066,402.65,-0.1316
404.24,27.025,404.24,0.13832,404.24,0.081713,404.24,-0.61092,404.24,-0.000427,404.24,0.0030457,404.24,-0.61241,404.24,1.0444,404.24,0.00018362,404.24,-0.00090176,404.24,0.0043176,404.24,0.0017458,404.24,-0.82498,404.24,-0.15182
405.84,26.489,405.84,0.44591,405.84,0.065742,405.84,-0.62552,405.84,0.005378,405.84,0.0030726,405.84,-0.63405,405.84,1.042,405.84,-0.0071709,405.84,-0.0018194,405.84,0.0038938,405.84,-0.0036075,405.84,-0.80817,405.84,-0.17285
407.43,25.921,407.43,0.45037,407.43,0.059329,407.43,-0.64122,407.43,0.005474,407.43,0.0034743,407.43,-0.65393,407.43,1.0405,407.43,-0.0065741,407.43,-0.0020722,407.43,0.0014344,407.43,-0.0027312,407.43,-0.79064,407.43,-0.19291
409.02,25.307,409.02,0.21627,409.02,0.065512,409.02,-0.66131,409.02,-0.00044163,409.02,0.0030017,409.02,-0.67324,409.02,1.0452,409.02,0.001573,409.02,-0.0026311,409.02,-0.00079862,409.02,0.0028497,409.02,-0.77452,409.02,-0.21134
410.61,24.717,410.61,0.63656,410.61,0.12264,410.61,-0.68221,410.61,-0.0065864,410.61,0.0033572,410.61,-0.68931,410.61,1.0517,410.61,0.0096402,410.61,-0.0030817,410.61,0.00037621,410.61,0.0072208,410.61,-0.76168,410.61,-0.22623
412.2,24.092,412.2,0.69538,412.2,0.15948,412.2,-0.7041,412.2,-0.0068769,412.2,0.0035384,412.2,-0.70538,412.2,1.0595,412.2,0.010917,412.2,-0.0028562,412.2,-0.00052897,412.2,0.0085756,412.2,-0.74641,412.2,-0.2408
413.79,23.463,413.79,0.34936,413.79,0.084506,413.79,-0.72381,413.79,-0.0030085,413.79,0.0032619,413.79,-0.72491,413.79,1.0636,413.79,0.0052136,413.79,-0.0019597,413.79,0.0019943,413.79,0.0033199,413.79,-0.72738,413.79,-0.25667
415.38,22.827,415.38,0.37519,415.38,0.059848,415.38,-0.73736,415.38,0.0036298,415.38,0.0035552,415.38,-0.74433,415.38,1.0592,415.38,-0.0043716,415.38,-0.0021874,415.38,0.0027443,415.38,-0.0020835,415.38,-0.69986,415.38,-0.27228
416.97,22.177,416.97,0.64928,416.97,0.092323,416.97,-0.75161,416.97,0.0067058,416.97,0.0037476,416.97,-0.76608,416.97,1.0546,416.97,-0.0088166,416.97,-0.0024836,416.97,0.0030116,416.97,-0.0048369,416.97,-0.67352,416.97,-0.28744
418.56,21.473,418.56,0.46108,418.56,0.081614,418.56,-0.76985,418.56,0.0044423,418.56,0.0038797,418.56,-0.78627,418.56,1.0561,418.56,-0.0054284,418.56,-0.002094,418.56,1.52E-05,418.56,-0.0023014,418.56,-0.64731,418.56,-0.30005
420.15,20.75,420.15,0.32781,420.15,0.03851,420.15,-0.79323,420.15,-0.0020411,420.15,0.0034348,420.15,-0.80776,420.15,1.0627,420.15,0.0018664,420.15,-0.003524,420.15,-0.0013256,420.15,0.002269,420.15,-0.62555,420.15,-0.31245
421.75,19.977,421.75,0.80036,421.75,0.16501,421.75,-0.81665,421.75,-0.0075438,421.75,0.0039585,421.75,-0.82451,421.75,1.0709,421.75,0.010186,421.75,-0.0020757,421.75,-0.0047872,421.75,0.0083162,421.75,-0.60039,421.75,-0.31966
423.34,19.171,423.34,0.77845,423.34,0.062141,423.34,-0.84557,423.34,-0.0078619,423.34,0.0030258,423.34,-0.84902,423.34,1.0853,423.34,0.0094904,423.34,-0.0030589,423.34,-0.0015463,423.34,0.0034963,423.34,-0.57572,423.34,-0.33109
424.93,18.365,424.93,0.39416,424.93,0.086592,424.93,-0.86366,424.93,-0.002662,424.93,0.0045141,424.93,-0.86802,424.93,1.0848,424.93,0.0021543,424.93,-0.0028943,424.93,-0.00024301,424.93,0.0019191,424.93,-0.54306,424.93,-0.33846
426.52,17.542,426.52,0.60466,426.52,0.061605,426.52,-0.87997,426.52,0.004489,426.52,0.0039485,426.52,-0.88957,426.52,1.0824,426.52,-0.0060669,426.52,-0.0040416,426.52,0.0002869,426.52,-0.0034835,426.52,-0.50731,426.52,-0.34598
428.11,16.74,428.11,1.036,428.11,0.094588,428.11,-0.89406,428.11,0.0093014,428.11,0.0049376,428.11,-0.91044,428.11,1.0781,428.11,-0.010879,428.11,-0.0036323,428.11,-0.0029251,428.11,-0.0024765,428.11,-0.47018,428.11,-0.35291
429.7,15.852,429.7,0.81123,429.7,0.08473,429.7,-0.91664,429.7,0.0055664,429.7,0.0047446,429.7,-0.937,429.7,1.0835,429.7,-0.0076452,429.7,-0.0049058,429.7,-0.00083555,429.7,-0.0038826,429.7,-0.43526,429.7,-0.35691
431.29,14.944,431.29,0.36053,431.29,0.10454,431.29,-0.93754,431.29,-0.00026016,431.29,0.0041218,431.29,-0.95708,431.29,1.0894,431.29,0.00082085,431.29,-0.0026259,431.29,-0.0043295,431.29,0.0028392,431.29,-0.39802,431.29,-0.35702
432.88,13.9,432.88,0.9701,432.88,0.093092,432.88,-0.96284,432.88,-0.0073896,432.88,0.0037748,432.88,-0.92547,432.88,1.0442,432.88,0.0097887,432.88,-0.0016537,432.88,-0.0014458,432.88,0.00052848,432.88,-0.37181,432.88,-0.36683
434.47,12.892,434.47,1.1952,434.47,0.041435,434.47,-0.98955,434.47,-0.0085085,434.47,0.005295,434.47,-0.9433,434.47,1.0511,434.47,0.010177,434.47,-0.002811,434.47,0.00019603,434.47,-0.0024633,434.47,-0.33149,434.47,-0.36428
436.07,11.915,436.07,0.76382,436.07,0.11504,436.07,-1.0124,436.07,-0.003346,436.07,0.0057416,436.07,-0.96268,436.07,1.0528,436.07,0.004475,436.07,-0.003104,436.07,-0.0045301,436.07,0.00038897,436.07,-0.28888,436.07,-0.35966
437.66,10.942,437.66,0.91394,437.66,0.063539,437.66,-1.018,437.66,0.004549,437.66,0.0052699,437.66,-0.97379,437.66,1.0462,437.66,-0.0029672,437.66,-0.0023731,437.66,-0.0017691,437.66,-0.0032163,437.66,-0.23844,437.66,-0.34806
439.25,9.9439,439.25,1.8951,439.25,0.13041,439.25,-1.0365,439.25,0.011398,439.25,0.0064292,439.25,-0.99253,439.25,1.0444,439.25,-0.0095485,439.25,-0.0025379,439.25,-0.0052969,439.25,0.00039114,439.25,-0.19046,439.25,-0.33815
440.84,8.974,440.84,2.0256,440.84,0.15682,440.84,-1.0469,440.84,0.010768,440.84,0.0060792,440.84,-1.0065,440.84,1.0404,440.84,-0.0087119,440.84,-0.0017222,440.84,-0.0033041,440.84,-0.0028382,440.84,-0.14058,440.84,-0.32169
442.43,7.9951,442.43,1.4078,442.43,0.11174,442.43,-1.0664,442.43,0.0059286,442.43,0.0060161,442.43,-1.0237,442.43,1.0438,442.43,-0.0046529,442.43,-0.00086079,442.43,-0.0046769,442.43,-0.0011791,442.43,-0.089571,442.43,-0.30465
444.02,6.9833,444.02,1.2162,444.02,0.088779,444.02,-1.0839,444.02,-0.0022113,444.02,0.0065639,444.02,-1.035,444.02,1.0511,444.02,0.0031376,444.02,-0.0013927,444.02,-0.0058563,444.02,-1.38E-05,444.02,-0.036941,444.02,-0.27738
445.61,6.1147,445.61,2.5088,445.61,0.089843,445.61,-1.094,445.61,-0.0083186,445.61,0.0073711,445.61,-1.0409,445.61,1.0582,445.61,0.0084923,445.61,-2.96E-03,445.61,-0.0080114,445.61,0.002604,445.61,0.016898,445.61,-0.24541
447.2,5.4805,447.2,2.6793,447.2,0.059113,447.2,-1.117,447.2,-0.009008,447.2,0.0070566,447.2,-1.0565,447.2,1.0702,447.2,0.0062168,447.2,-0.0022401,447.2,-0.0050206,447.2,0.0004124,447.2,0.07237,447.2,-0.21261
448.8,5.2584,448.8,1.88,448.8,0.22252,448.8,-1.1226,448.8,-0.0036109,448.8,0.006978,448.8,-1.0644,448.8,1.0751,448.8,0.00081909,448.8,-0.0043625,448.8,-0.0093839,448.8,0.0054198,448.8,0.12882,448.8,-0.17398
450.39,5.3905,450.39,2.3232,450.39,0.11833,450.39,-1.1119,450.39,0.0011377,450.39,0.0094403,450.39,-1.0557,450.39,1.0648,450.39,-0.0081841,450.39,-0.0044545,450.39,-0.022979,450.39,0.022501,450.39,0.17586,450.39,-0.13155
451.98,5.8487,451.98,3.1455,451.98,0.038882,451.98,-1.1041,451.98,0.0056376,451.98,0.0072596,451.98,-1.0564,451.98,1.0629,451.98,-0.016575,451.98,-0.0016785,451.98,-0.030942,451.98,0.03131,451.98,0.2212,451.98,-0.083696
453.57,6.6576,453.57,3.1252,453.57,0.16138,453.57,-1.0964,453.57,0.0087507,453.57,0.006366,453.57,-1.0481,453.57,1.0566,453.57,-0.015836,453.57,-4.72E-03,453.57,-0.022679,453.57,0.023261,453.57,0.26691,453.57,-0.031264
455.16,7.7637,455.16,1.6528,455.16,0.14878,455.16,-1.0997,455.16,0.00087964,455.16,0.0062307,455.16,-1.0485,455.16,1.0615,455.16,-0.0098042,455.16,-0.0060912,455.16,-0.022392,455.16,0.023825,455.16,0.31606,455.16,0.028388
456.75,9.1105,456.75,0.97553,456.75,0.13615,456.75,-1.0786,456.75,-0.0054984,456.75,0.0048157,456.75,-1.0211,456.75,1.0582,456.75,-0.00051622,456.75,-0.0066958,456.75,-2.56E-02,456.75,0.022718,456.75,0.35716,456.75,0.090676
458.34,10.426,458.34,1.3709,458.34,0.038969,458.34,-1.0669,458.34,-0.011187,458.34,0.0045771,458.34,-1.0024,458.34,1.0641,458.34,0.0061788,458.34,-0.0065317,458.34,-0.021253,458.34,0.015616,458.34,0.39184,458.34,0.15438
459.93,11.82,459.93,1.2101,459.93,0.17023,459.93,-1.0541,459.93,-0.010183,459.93,0.0048555,459.93,-0.98454,459.93,1.0711,459.93,0.0059959,459.93,-0.0068595,459.93,-0.0085912,459.93,0.0035825,459.93,0.42582,459.93,0.21927
461.52,13.356,461.52,0.89586,461.52,0.010116,461.52,-1.0286,461.52,-0.0076966,461.52,0.0043807,461.52,-0.95967,461.52,1.0746,461.52,0.0034441,461.52,-0.0069793,461.52,-0.014533,461.52,0.012115,461.52,0.4502,461.52,0.29065
463.12,14.846,463.12,0.6695,463.12,0.082339,463.12,-0.99397,463.12,-0.00085758,463.12,0.0035315,463.12,-0.93153,463.12,1.0744,463.12,-0.0030928,463.12,-0.0051674,463.12,-0.013569,463.12,0.012664,463.12,0.46244,463.12,0.35859
464.71,16.417,464.71,0.99351,464.71,0.1065,464.71,-0.95168,464.71,0.0077627,464.71,6.21E-03,464.71,-0.96061,464.71,1.1431,464.71,-0.010378,464.71,-0.0060779,464.71,-0.0034968,464.71,0.0046783,464.71,0.44876,464.71,0.41162
466.3,18.007,466.3,1.0987,466.3,0.22121,466.3,-0.90993,466.3,0.0084869,466.3,0.0070373,466.3,-0.92321,466.3,1.1325,466.3,-0.013636,466.3,-0.0062385,466.3,-0.0041173,466.3,0.0076906,466.3,0.44925,466.3,0.47948
467.89,19.44,467.89,0.94829,467.89,0.096834,467.89,-0.86815,467.89,0.0085263,467.89,0.0066921,467.89,-0.88281,467.89,1.1198,467.89,-0.0107,467.89,-0.0059665,467.89,-0.0024085,467.89,0.0055444,467.89,0.44212,467.89,0.53915
469.48,20.814,469.48,0.5968,469.48,0.076101,469.48,-0.83332,469.48,0.003334,469.48,6.36E-03,469.48,-0.84709,469.48,1.1201,469.48,-0.0051883,469.48,-0.006368,469.48,-0.0030321,469.48,0.0047434,469.48,0.43279,469.48,0.59649
471.07,22.191,471.07,0.46496,471.07,0.015112,471.07,-0.80171,471.07,-2.41E-03,471.07,0.006136,471.07,-0.81261,471.07,1.1273,471.07,0.0030796,471.07,-0.0050389,471.07,-0.0015222,471.07,0.0013708,471.07,0.41982,471.07,0.65864
472.66,23.403,472.66,0.62604,472.66,0.063753,472.66,-0.76683,472.66,-5.83E-03,472.66,0.0058374,472.66,-0.77111,472.66,1.1266,472.66,0.0084094,472.66,-0.0047182,472.66,-0.0014664,472.66,0.0011473,472.66,0.39763,472.66,0.70797
474.25,24.621,474.25,0.60442,474.25,0.067909,474.25,-0.73947,474.25,-0.0056435,474.25,0.0058771,474.25,-0.74131,474.25,1.1403,474.25,0.0074223,474.25,-0.0068839,474.25,-0.00082319,474.25,0.0010275,474.25,0.37484,474.25,0.76586
475.84,25.749,475.84,0.40822,475.84,0.13658,475.84,-0.70466,475.84,-0.0015686,475.84,0.0045995,475.84,-0.70189,475.84,1.1388,475.84,0.0062001,475.84,-0.0044092,475.84,0.00066859,475.84,0.0030062,475.84,0.33859,475.84,0.81328
477.44,26.962,477.44,0.33628,477.44,0.045418,477.44,-0.66852,477.44,0.00034963,477.44,0.0053183,477.44,-0.667,477.44,1.139,477.44,-0.0015781,477.44,-0.0045799,477.44,-0.00015727,477.44,0.0039113,477.44,0.30141,477.44,0.86381
479.03,28.102,479.03,0.50696,479.03,0.10193,479.03,-0.62714,479.03,0.0041997,479.03,0.00585,479.03,-0.6285,479.03,1.1261,479.03,-0.0073522,479.03,-0.0050518,479.03,0.00078501,479.03,0.0055063,479.03,0.25662,479.03,0.9021
480.62,29.107,480.62,0.57753,480.62,0.12984,480.62,-0.59133,480.62,0.0053796,480.62,0.0057005,480.62,-0.59741,480.62,1.1179,480.62,-0.0095388,480.62,-0.0051467,480.62,-0.00041483,480.62,0.0060687,480.62,0.2106,480.62,0.93431
482.21,29.94,482.21,0.59467,482.21,0.1074,482.21,-0.55699,482.21,0.0061215,482.21,0.0056231,482.21,-0.56568,482.21,1.1037,482.21,-0.0096756,482.21,-0.0060843,482.21,0.00026752,482.21,0.0053514,482.21,0.16486,482.21,0.95097
483.8,30.672,483.8,0.44952,483.8,0.10468,483.8,-0.53133,483.8,0.0034129,483.8,0.0046393,483.8,-0.53822,483.8,1.1024,483.8,-0.0057581,483.8,-0.0062783,483.8,-0.0009077,483.8,0.0073028,483.8,0.12031,483.8,0.96935
485.39,31.257,485.39,0.30537,485.39,0.038064,485.39,-0.50909,485.39,0.00076344,485.39,0.0048004,485.39,-0.51485,485.39,1.0998,485.39,0.00015882,485.39,-0.0048072,485.39,3.68E-06,485.39,0.0046383,485.39,0.074016,485.39,0.97855
486.98,31.814,486.98,0.38997,486.98,0.11773,486.98,-0.49021,486.98,-2.38E-03,486.98,0.0047464,486.98,-0.49232,486.98,1.103,486.98,0.0062925,486.98,-0.0050164,486.98,0.00025801,486.98,0.0043268,486.98,0.027678,486.98,0.98889
488.57,32.275,488.57,0.45846,488.57,0.16505,488.57,-0.47454,488.57,-0.0036858,488.57,0.0038847,488.57,-0.47287,488.57,1.1074,488.57,0.0091032,488.57,-0.0047415,488.57,0.00067733,488.57,5.49E-03,488.57,-0.018304,488.57,0.99416
490.16,32.716,490.16,0.43211,490.16,0.16824,490.16,-0.45291,490.16,-0.0023902,490.16,0.0046831,490.16,-0.44903,490.16,1.092,490.16,0.0079109,490.16,-0.0044171,490.16,-2.10E-04,490.16,0.0066537,490.16,-0.062465,490.16,0.98628
491.75,33.068,491.75,0.27738,491.75,0.11614,491.75,-0.43828,491.75,-0.00010441,491.75,0.0042263,491.75,-0.43347,491.75,1.084,491.75,0.0040272,491.75,-0.0038741,491.75,-0.00026278,491.75,0.0039217,491.75,-0.10119,491.75,0.9846
493.35,33.397,493.35,0.27053,493.35,0.02827,493.35,-0.4259,493.35,0.0013041,493.35,0.0041935,493.35,-0.42167,493.35,1.078,493.35,-0.0022836,493.35,-0.0040101,493.35,0.00066986,493.35,0.0033709,493.35,-0.13873,493.35,0.98682
494.94,33.649,494.94,0.38807,494.94,0.1101,494.94,-0.41608,494.94,0.003537,494.94,0.0034592,494.94,-0.41423,494.94,1.0719,494.94,-0.0070069,494.94,-0.0047372,494.94,2.73E-04,494.94,0.0032268,494.94,-0.17401,494.94,0.98551
496.53,33.92,496.53,0.47822,496.53,0.17182,496.53,-0.40454,496.53,0.0042945,496.53,0.0036312,496.53,-0.40622,496.53,1.065,496.53,-1.04E-02,496.53,-0.0030655,496.53,0.0014775,496.53,0.0025438,496.53,-0.20774,496.53,0.97952
498.12,34.055,498.12,0.49143,498.12,0.12959,498.12,-0.39813,498.12,0.0049776,498.12,0.0041011,498.12,-0.40122,498.12,1.0604,498.12,-0.0094619,498.12,-0.0045185,498.12,0.0023405,498.12,0.0019617,498.12,-0.23814,498.12,0.97
499.71,34.154,499.71,0.34973,499.71,0.049011,499.71,-0.3942,499.71,0.0029695,499.71,0.004624,499.71,-0.39841,499.71,1.0599,499.71,-0.0049711,499.71,-0.0037693,499.71,2.65E-03,499.71,0.0035114,499.71,-0.26777,499.71,0.96153
501.3,34.233,501.3,0.25621,501.3,0.075432,501.3,-0.38997,501.3,0.00078695,501.3,0.0036514,501.3,-0.39278,501.3,1.059,501.3,0.00058491,501.3,-0.0036381,501.3,0.0015569,501.3,0.0061865,501.3,-0.29362,501.3,0.94813
502.89,34.301,502.89,0.34965,502.89,0.14329,502.89,-0.38695,502.89,-0.0016918,502.89,0.0039598,502.89,-0.38819,502.89,1.059,502.89,0.0061014,502.89,-0.0038192,502.89,0.0022669,502.89,0.0067624,502.89,-0.32134,502.89,0.93569
504.48,34.333,504.48,0.43258,504.48,0.22499,504.48,-0.38486,504.48,-2.09E-03,504.48,0.0042239,504.48,-0.38311,504.48,1.0576,504.48,0.009132,504.48,-0.0030581,504.48,3.18E-05,504.48,0.0084313,504.48,-0.34409,504.48,0.92402
506.07,34.355,506.07,0.42147,506.07,0.17933,506.07,-0.38285,506.07,-0.0025814,506.07,0.0041445,506.07,-0.37845,506.07,1.0558,506.07,0.008167,506.07,-0.0034402,506.07,0.00034181,506.07,7.87E-03,506.07,-0.36385,506.07,0.91149
507.66,34.413,507.66,0.32072,507.66,0.11827,507.66,-0.38058,507.66,-0.0018956,507.66,0.0038185,507.66,-0.37435,507.66,1.0535,507.66,0.0056879,507.66,-0.003419,507.66,7.99E-05,507.66,5.32E-03,507.66,-0.38509,507.66,0.90419
509.25,34.451,509.25,0.25832,509.25,0.062473,509.25,-0.37941,509.25,0.00015104,509.25,0.0040441,509.25,-0.37396,509.25,1.0526,509.25,0.0014318,509.25,-0.0038789,509.25,0.00048446,509.25,0.004979,509.25,-0.40297,509.25,0.89905
510.85,34.495,510.85,0.29006,510.85,0.049015,510.85,-0.37622,510.85,0.0020113,510.85,0.0037975,510.85,-0.37254,510.85,1.0466,510.85,-0.0039185,510.85,-0.0036705,510.85,0.0015837,510.85,2.75E-03,510.85,-0.41785,510.85,0.88996
512.44,34.546,512.44,0.37261,512.44,0.088046,512.44,-0.37311,512.44,0.003722,512.44,0.0033178,512.44,-0.37223,512.44,1.0411,512.44,-0.007058,512.44,-0.0031888,512.44,0.0022169,512.44,0.00097759,512.44,-0.43318,512.44,0.88202
514.03,34.547,514.03,0.45757,514.03,0.13823,514.03,-0.37219,514.03,0.0041232,514.03,0.0039139,514.03,-0.37264,514.03,1.0379,514.03,-0.0094799,514.03,-0.0033975,514.03,0.0017493,514.03,0.0010346,514.03,-0.44735,514.03,0.87297
515.62,34.569,515.62,0.39297,515.62,0.11559,515.62,-0.37103,515.62,0.0033517,515.62,0.0037634,515.62,-0.3728,515.62,1.0365,515.62,-0.0076403,515.62,-0.0036542,515.62,3.74E-03,515.62,0.00045314,515.62,-0.46079,515.62,0.86536
517.21,34.578,517.21,0.29264,517.21,0.052641,517.21,-0.36947,517.21,0.0021812,517.21,0.003573,517.21,-0.37279,517.21,1.0342,517.21,-0.0040636,517.21,-0.0038222,517.21,0.0030989,517.21,0.002387,517.21,-0.47284,517.21,0.85395
518.8,34.594,518.8,0.22057,518.8,0.044741,518.8,-0.3686,518.8,0.0011172,518.8,0.0034466,518.8,-0.37102,518.8,1.0348,518.8,-0.00038861,518.8,-0.0031132,518.8,0.0024898,518.8,0.0040269,518.8,-0.48605,518.8,0.84316
520.39,34.6,520.39,0.26829,520.39,0.13753,520.39,-0.36825,520.39,-0.00043472,520.39,0.0031623,520.39,-0.36886,520.39,1.0353,520.39,0.0042658,520.39,-0.0031371,520.39,0.00035336,520.39,0.0067424,520.39,-0.49871,520.39,0.83409
521.98,34.605,521.98,0.33621,521.98,0.18866,521.98,-0.36792,521.98,-0.0013038,521.98,0.0032725,521.98,-0.36573,521.98,1.0359,521.98,7.01E-03,521.98,-0.0028731,521.98,-8.73E-04,521.98,0.0075744,521.98,-0.51061,521.98,0.82504
523.57,34.616,523.57,0.38142,523.57,0.1598,523.57,-0.36784,523.57,-0.0025174,523.57,0.0037347,523.57,-0.36397,523.57,1.0374,523.57,0.0075568,523.57,-0.0033086,523.57,0.00010199,523.57,0.007001,523.57,-0.52309,523.57,0.81734
525.16,34.644,525.16,0.27031,525.16,0.10419,525.16,-0.36669,525.16,-0.00065701,525.16,0.0037235,525.16,-0.36181,525.16,1.0366,525.16,0.0034898,525.16,-0.0030802,525.16,-0.00013084,525.16,0.0060072,525.16,-0.5327,525.16,0.81128
526.75,34.668,526.75,0.22263,526.75,0.086877,526.75,-0.36572,526.75,0.00085051,526.75,0.0034439,526.75,-0.36154,526.75,1.0358,526.75,0.0014699,526.75,-0.0032052,526.75,0.00025611,526.75,0.0048718,526.75,-0.54123,526.75,0.80589
528.34,34.705,528.34,0.22441,528.34,0.057165,528.34,-0.36498,528.34,0.00032668,528.34,0.0038056,528.34,-0.36023,528.34,1.0359,528.34,0.00087131,528.34,-0.0029653,528.34,0.0011042,528.34,0.0043149,528.34,-0.55115,528.34,0.80323
529.93,34.73,529.93,0.2371,529.93,0.059283,529.93,-0.3644,529.93,0.00052739,529.93,0.0037709,529.93,-0.35941,529.93,1.0361,529.93,0.00047964,529.93,-0.0033343,529.93,0.002523,529.93,0.0048201,529.93,-0.5594,529.93,0.79976
531.52,34.772,531.52,0.27175,531.52,0.043935,531.52,-0.36314,531.52,0.0028236,531.52,0.0027287,531.52,-0.35956,531.52,1.0353,531.52,-0.0042869,531.52,-0.003068,531.52,0.0023159,531.52,0.0017729,531.52,-0.56929,531.52,0.79603
533.11,34.795,533.11,0.42613,533.11,0.12446,533.11,-0.36097,533.11,0.0039079,533.11,0.0036146,533.11,-0.36054,533.11,1.0315,533.11,-0.0085793,533.11,-0.0036523,533.11,0.0037332,533.11,-0.0012024,533.11,-0.57452,533.11,0.78774
534.71,34.81,534.71,0.44712,534.71,0.11554,534.71,-0.35931,534.71,0.0045172,534.71,0.0035306,534.71,-0.36136,534.71,1.0284,534.71,-0.0091039,534.71,-0.0033002,534.71,4.32E-03,534.71,-0.00078831,534.71,-0.58025,534.71,0.7795
536.3,34.832,536.3,0.28367,536.3,0.054176,536.3,-0.35783,536.3,0.0024322,536.3,0.0030966,536.3,-0.35957,536.3,1.0269,536.3,-0.0048874,536.3,-0.0029601,536.3,0.003337,536.3,0.0014945,536.3,-0.58864,536.3,0.77038
537.89,34.829,537.89,0.20993,537.89,0.045291,537.89,-0.35719,537.89,0.00094951,537.89,0.0034717,537.89,-0.35841,537.89,1.0257,537.89,-0.0002238,537.89,-0.0028587,537.89,0.0022289,537.89,0.0037333,537.89,-0.5955,537.89,0.76102
539.48,34.863,539.48,0.24925,539.48,0.11384,539.48,-0.35666,539.48,-8.24E-05,539.48,0.0034912,539.48,-0.35598,539.48,1.0283,539.48,0.0031339,539.48,-0.0032353,539.48,0.0013133,539.48,0.0060091,539.48,-0.60402,539.48,0.75521
541.07,34.886,541.07,0.31814,541.07,0.1609,541.07,-0.35654,541.07,-0.0014016,541.07,0.0031067,541.07,-0.35453,541.07,1.0309,541.07,0.0062953,541.07,-0.0032758,541.07,1.48E-05,541.07,0.0072913,541.07,-0.61295,541.07,0.7494
542.66,34.912,542.66,0.35779,542.66,0.18489,542.66,-0.35579,542.66,-0.0017693,542.66,0.0034229,542.66,-0.35189,542.66,1.0313,542.66,0.0075378,542.66,-0.0032663,542.66,-4.35E-05,542.66,0.0078418,542.66,-0.62118,542.66,0.74345
544.25,34.935,544.25,0.30944,544.25,0.16783,544.25,-0.35489,544.25,-0.00090083,544.25,0.0034489,544.25,-0.35046,544.25,1.0311,544.25,0.0058238,544.25,-0.0029567,544.25,0.00013534,544.25,7.62E-03,544.25,-0.62746,544.25,0.73791
545.84,34.98,545.84,0.22836,545.84,0.10345,545.84,-0.3538,545.84,-0.00028174,545.84,0.0028968,545.84,-0.34844,545.84,1.032,545.84,0.0027672,545.84,-0.0029138,545.84,0.00017978,545.84,0.0060237,545.84,-0.63506,545.84,0.73461
547.43,34.997,547.43,0.20046,547.43,0.052702,547.43,-0.35239,547.43,0.0013537,547.43,0.0027321,547.43,-0.3471,547.43,1.029,547.43,-0.0009394,547.43,-0.00309,547.43,0.0002941,547.43,0.0038735,547.43,-0.63979,547.43,0.72878
549.02,35.039,549.02,0.25002,549.02,0.040952,549.02,-0.35065,549.02,0.0021764,549.02,0.0028383,549.02,-0.3467,549.02,1.0277,549.02,-0.0035336,549.02,-0.0032202,549.02,0.001365,549.02,0.0026507,549.02,-0.64503,549.02,0.72419
550.61,35.053,550.61,0.33704,550.61,0.074918,550.61,-0.34948,550.61,0.0031426,550.61,0.0031515,550.61,-0.34723,550.61,1.0247,550.61,-0.0059376,550.61,-0.0037348,550.61,0.0032908,550.61,-2.79E-04,550.61,-0.64903,550.61,0.71883
552.2,35.088,552.2,0.37112,552.2,0.094514,552.2,-0.34794,552.2,0.0037799,552.2,0.0027602,552.2,-0.34692,552.2,1.0233,552.2,-0.0075936,552.2,-0.0028649,552.2,0.0035263,552.2,-1.26E-03,552.2,-0.6542,552.2,0.71408
553.79,35.115,553.79,0.3518,553.79,0.097053,553.79,-0.34669,553.79,0.0033614,553.79,0.0026505,553.79,-0.34674,553.79,1.0223,553.79,-0.0072144,553.79,-0.003072,553.79,0.0038233,553.79,-0.00091892,553.79,-0.66044,553.79,0.70777
555.38,35.144,555.38,0.32018,555.38,0.04334,555.38,-0.34601,555.38,0.003704,555.38,0.0027757,555.38,-0.34611,555.38,1.0234,555.38,-0.0060111,555.38,-0.002674,555.38,0.0029405,555.38,0.00085857,555.38,-0.66688,555.38,0.70327
556.97,35.162,556.97,0.23686,556.97,0.025723,556.97,-0.34538,556.97,0.0022295,556.97,0.0031088,556.97,-0.34594,556.97,1.0238,556.97,-0.0025689,556.97,-0.003237,556.97,3.47E-03,556.97,0.0022393,556.97,-0.67251,556.97,0.69687
558.56,35.18,558.56,0.20193,558.56,0.062132,558.56,-0.34452,558.56,0.0010521,558.56,0.0035882,558.56,-0.34546,558.56,1.024,558.56,0.00054366,558.56,-0.0029219,558.56,0.0041036,558.56,0.0031426,558.56,-0.67745,558.56,0.68963
560.15,35.203,560.15,0.22886,560.15,0.12913,560.15,-0.34392,560.15,-0.00019436,560.15,0.0027112,560.15,-0.34336,560.15,1.0244,560.15,0.0039699,560.15,-0.0031763,560.15,2.02E-03,560.15,0.0058662,560.15,-0.68425,560.15,0.68356
561.74,35.214,561.74,0.29028,561.74,0.15771,561.74,-0.34416,561.74,-0.00096933,561.74,0.0029611,561.74,-0.34195,561.74,1.0267,561.74,0.0052564,561.74,-0.00307,561.74,0.0007444,561.74,0.0078083,561.74,-0.69162,561.74,0.67921
